Player,Age,Tm,MP,TRB,AST,STL,BLK,PS/G,PER,TS%,USG%,Year,box,W/L%,playoffs,Share,got_votes,gp_pct
Ryan Gomes,28,LAC,27.6,3.3,1.6,0.8,0.2,7.2,9.0,0.504,12.7,2011,5.9,0.39,0,0.0,0,0.926829268292683
Chris Kaman,26,LAC,29.7,8.0,1.5,0.5,1.5,12.0,14.4,0.552,20.9,2009,11.5,0.23199999999999998,0,0.0,0,0.3780487804878049
Rudy Gay,24,MEM,39.9,6.2,2.8,1.7,1.1,19.8,17.8,0.5479999999999999,23.3,2011,11.799999999999999,0.561,1,0.0,0,0.6585365853658537
Pau Gasol,30,LAL,37.0,10.2,3.3,0.6,1.6,18.8,23.3,0.589,21.8,2011,15.7,0.695,1,0.0,0,1.0
Marc Gasol,26,MEM,31.9,7.0,2.5,0.9,1.7,11.7,16.8,0.58,16.9,2011,12.1,0.561,1,0.0,0,0.9878048780487805
Kevin Garnett,34,BOS,31.3,8.9,2.4,1.3,0.8,14.9,20.6,0.575,22.3,2011,13.400000000000002,0.6829999999999999,1,0.0,0,0.8658536585365854
Channing Frye,27,PHO,33.0,6.7,1.2,0.6,1.0,12.7,12.8,0.557,16.9,2011,9.5,0.488,0,0.0,0,0.9390243902439024
Derek Fisher,36,LAL,28.0,1.9,2.7,1.2,0.1,6.8,8.9,0.486,12.8,2011,5.8999999999999995,0.695,1,0.0,0,1.0
Landry Fields,22,NYK,31.0,6.4,1.9,1.0,0.2,9.7,13.5,0.598,13.5,2011,9.5,0.512,1,0.0,0,1.0
Tyreke Evans,21,SAC,37.0,4.8,5.6,1.5,0.5,17.8,14.4,0.48200000000000004,25.3,2011,12.399999999999999,0.293,0,0.0,0,0.6951219512195121
Reggie Evans,30,TOR,26.6,11.5,1.3,1.0,0.2,4.4,12.4,0.466,10.1,2011,14.0,0.268,0,0.0,0,0.36585365853658536
Corey Maggette,29,GSW,31.1,5.5,1.8,0.9,0.2,18.6,16.9,0.5820000000000001,25.2,2009,8.399999999999999,0.354,0,0.0,0,0.6219512195121951
Nicolas Batum,22,POR,31.5,4.5,1.5,0.9,0.6,12.4,14.8,0.563,17.8,2011,7.5,0.585,1,0.0,0,0.975609756097561
Kenyon Martin,31,DEN,32.0,6.0,2.0,1.5,1.1,11.7,13.6,0.523,17.7,2009,10.6,0.659,1,0.0,0,0.8048780487804879
Jason Richardson,29,PHO,31.5,5.1,1.8,0.8,0.4,15.7,16.6,0.574,20.8,2010,8.1,0.659,1,0.0,0,0.9634146341463414
Jason Terry,32,DAL,33.0,1.8,3.8,1.2,0.2,16.6,16.5,0.552,23.0,2010,7.0,0.6709999999999999,1,0.0,0,0.9390243902439024
Rodney Stuckey,23,DET,34.2,3.8,4.8,1.4,0.2,16.6,15.6,0.479,26.4,2010,10.2,0.32899999999999996,0,0.0,0,0.8902439024390244
Mike Miller,28,MIN,32.3,6.6,4.5,0.4,0.4,9.9,13.8,0.588,14.5,2009,11.9,0.293,0,0.0,0,0.8902439024390244
Peja Stojakovic,32,NOH,31.4,3.7,1.5,0.8,0.1,12.6,12.4,0.5329999999999999,18.6,2010,6.1,0.451,0,0.0,0,0.7560975609756098
Paul Millsap,23,UTA,30.1,8.6,1.8,1.0,1.0,13.5,18.6,0.5760000000000001,20.0,2009,12.4,0.585,1,0.0,0,0.926829268292683
Josh Smith,24,ATL,35.4,8.7,4.2,1.6,2.1,15.7,21.0,0.536,22.2,2010,16.599999999999998,0.6459999999999999,1,0.0,0,0.9878048780487805
J.R. Smith,24,DEN,27.8,3.1,2.4,1.3,0.3,15.4,15.0,0.515,26.9,2010,7.1,0.6459999999999999,1,0.0,0,0.9146341463414634
Thabo Sefolosha,25,OKC,28.6,4.7,1.8,1.2,0.6,6.0,9.8,0.509,10.9,2010,8.3,0.61,1,0.0,0,1.0
Luis Scola,29,HOU,32.6,8.6,2.1,0.8,0.3,16.2,17.2,0.55,22.7,2010,11.8,0.512,0,0.0,0,1.0
Brandon Rush,24,IND,30.4,4.2,1.4,0.7,0.8,9.4,9.6,0.522,14.8,2010,7.1,0.39,0,0.0,0,1.0
Brandon Roy,25,POR,37.2,4.4,4.7,0.9,0.2,21.5,21.3,0.568,26.7,2010,10.200000000000001,0.61,1,0.0,0,0.7926829268292683
Derrick Rose,21,CHI,36.8,3.8,6.0,0.7,0.3,20.8,18.6,0.532,27.2,2010,10.8,0.5,1,0.0,0,0.9512195121951219
Rajon Rondo,23,BOS,36.6,4.4,9.8,2.3,0.1,13.7,19.1,0.54,20.2,2010,16.6,0.61,1,0.0,0,0.9878048780487805
Quentin Richardson,29,MIA,27.4,4.9,1.2,0.9,0.2,8.9,12.9,0.5720000000000001,14.8,2010,7.200000000000001,0.573,1,0.0,0,0.926829268292683
Michael Redd,30,MIL,27.3,3.0,2.2,1.1,0.1,11.9,12.1,0.444,23.7,2010,6.4,0.561,1,0.0,0,0.21951219512195122
Kevin Martin,25,SAC,38.2,3.6,2.7,1.2,0.2,24.6,19.2,0.601,27.4,2009,7.700000000000001,0.207,0,0.0,0,0.6219512195121951
Zach Randolph,28,MEM,37.7,11.7,1.8,1.0,0.4,20.8,21.2,0.546,24.6,2010,14.9,0.488,0,0.0,0,0.9878048780487805
Tayshaun Prince,29,DET,34.0,5.1,3.3,0.7,0.4,13.5,16.0,0.53,18.9,2010,9.499999999999998,0.32899999999999996,0,0.0,0,0.5975609756097561
Paul Pierce,32,BOS,34.0,4.4,3.1,1.2,0.4,18.3,18.2,0.613,23.8,2010,9.1,0.61,1,0.0,0,0.8658536585365854
Kendrick Perkins,25,BOS,27.6,7.6,1.0,0.3,1.7,10.1,15.0,0.613,17.6,2010,10.6,0.61,1,0.0,0,0.9512195121951219
Chris Paul,24,NOH,38.0,4.2,10.7,2.1,0.2,18.7,23.7,0.584,22.2,2010,17.2,0.451,0,0.0,0,0.5487804878048781
Tony Parker,27,SAS,30.9,2.4,5.7,0.5,0.1,16.0,16.4,0.542,25.8,2010,8.7,0.61,1,0.0,0,0.6829268292682927
Anthony Parker,34,CLE,28.3,2.9,1.9,0.8,0.2,7.3,9.9,0.5760000000000001,12.0,2010,5.8,0.7440000000000001,1,0.0,0,0.9878048780487805
Mehmet Okur,30,UTA,29.4,7.1,1.6,0.5,1.1,13.5,15.6,0.561,21.0,2010,10.299999999999999,0.6459999999999999,1,0.0,0,0.8902439024390244
Emeka Okafor,27,NOH,28.9,9.0,0.7,0.7,1.5,10.4,16.5,0.547,17.1,2010,11.899999999999999,0.451,0,0.0,0,1.0
Lamar Odom,30,LAL,31.5,9.8,3.3,0.9,0.7,10.8,15.9,0.5329999999999999,17.0,2010,14.700000000000001,0.695,1,0.0,0,1.0
Jermaine O'Neal,31,MIA,28.4,6.9,1.3,0.4,1.4,13.6,17.9,0.563,22.9,2010,10.000000000000002,0.573,1,0.0,0,0.8536585365853658
Cuttino Mobley,33,LAC,33.2,2.6,1.1,1.4,0.2,13.7,10.3,0.491,21.5,2009,5.3,0.23199999999999998,0,0.0,0,0.13414634146341464
Joakim Noah,24,CHI,30.1,11.0,2.1,0.5,1.6,10.7,17.9,0.557,17.1,2010,15.2,0.5,1,0.0,0,0.7804878048780488
Jameer Nelson,27,ORL,28.6,3.0,5.4,0.7,0.0,12.6,15.5,0.54,22.3,2010,9.1,0.72,1,0.0,0,0.7926829268292683
Andre Miller,32,PHI,36.3,4.5,6.5,1.3,0.2,16.3,18.6,0.5479999999999999,21.8,2009,12.5,0.5,1,0.0,0,1.0
Jason Thompson,23,SAC,31.4,8.5,1.7,0.5,1.0,12.5,14.6,0.518,19.6,2010,11.7,0.305,0,0.0,0,0.9146341463414634
Marcus Thornton,22,NOH,25.6,2.9,1.6,0.8,0.2,14.5,17.4,0.55,25.3,2010,5.5,0.451,0,0.0,0,0.8902439024390244
Hedo Turkoglu,30,TOR,30.7,4.6,4.1,0.7,0.4,11.3,13.3,0.54,18.1,2010,9.799999999999999,0.488,0,0.0,0,0.9024390243902439
Brandon Bass,25,ORL,26.1,5.6,0.8,0.4,0.7,11.2,15.9,0.5710000000000001,19.8,2011,7.5,0.634,1,0.0,0,0.926829268292683
Andrea Bargnani,25,TOR,35.7,5.2,1.8,0.5,0.7,21.4,16.4,0.5329999999999999,28.2,2011,8.2,0.268,0,0.0,0,0.8048780487804879
Desmond Mason,31,OKC,27.3,4.0,1.2,0.4,0.8,7.5,7.1,0.456,15.7,2009,6.4,0.28,0,0.0,0,0.47560975609756095
Roger Mason,28,SAS,30.4,3.1,2.1,0.5,0.1,11.8,11.9,0.5539999999999999,18.9,2009,5.8,0.659,1,0.0,0,1.0
D.J. Augustin,23,CHA,33.6,2.7,6.1,0.7,0.0,14.4,15.9,0.541,21.2,2011,9.5,0.415,0,0.0,0,1.0
O.J. Mayo,21,MEM,38.0,3.8,3.2,1.1,0.2,18.5,14.2,0.539,24.5,2009,8.299999999999999,0.293,0,0.0,0,1.0
Trevor Ariza,25,NOH,34.7,5.4,2.2,1.6,0.4,11.0,11.3,0.48700000000000004,17.7,2011,9.600000000000001,0.561,1,0.0,0,0.9146341463414634
Ray Allen,35,BOS,36.1,3.4,2.7,1.0,0.2,16.5,16.4,0.615,19.8,2011,7.3,0.6829999999999999,1,0.0,0,0.975609756097561
LaMarcus Aldridge,25,POR,39.6,8.8,2.1,1.0,1.2,21.8,21.5,0.5489999999999999,25.7,2011,13.1,0.585,1,0.0,0,0.9878048780487805
Arron Afflalo,25,DEN,33.7,3.6,2.4,0.5,0.4,12.6,13.6,0.62,14.8,2011,6.9,0.61,1,0.0,0,0.8414634146341463
Thaddeus Young,21,PHI,32.0,5.2,1.4,1.2,0.2,13.8,14.0,0.523,21.5,2010,8.0,0.32899999999999996,0,0.0,0,0.8170731707317073
Metta World Peace,30,LAL,33.8,4.3,3.0,1.4,0.3,11.0,12.1,0.514,16.2,2010,9.0,0.695,1,0.0,0,0.9390243902439024
Luc Mbah a Moute,22,MIL,25.8,5.9,1.1,1.1,0.5,7.2,12.3,0.516,14.3,2009,8.6,0.415,0,0.0,0,1.0
Reggie Williams,23,GSW,32.6,4.6,2.8,1.0,0.3,15.2,16.1,0.588,18.6,2010,8.7,0.317,0,0.0,0,0.2926829268292683
Mo Williams,27,CLE,34.2,3.0,5.3,1.0,0.3,15.8,16.1,0.58,22.0,2010,9.600000000000001,0.7440000000000001,1,0.0,0,0.8414634146341463
Kendrick Perkins,27,OKC,26.8,6.6,1.2,0.4,1.1,5.1,8.7,0.528,11.1,2012,9.299999999999999,0.7120000000000001,1,0.0,0,0.9848484848484849
Lou Williams,23,PHI,29.9,2.9,4.2,1.3,0.2,14.0,18.2,0.5760000000000001,21.1,2010,8.6,0.32899999999999996,0,0.0,0,0.7804878048780488
Antonio McDyess,34,DET,30.1,9.8,1.3,0.7,0.8,9.6,16.6,0.529,15.7,2009,12.600000000000001,0.47600000000000003,1,0.0,0,0.7560975609756098
Tracy McGrady,29,HOU,33.7,4.4,5.0,1.2,0.4,15.6,16.3,0.49200000000000005,24.5,2009,11.0,0.6459999999999999,1,0.0,0,0.4268292682926829
Russell Westbrook,21,OKC,34.3,4.9,8.0,1.3,0.4,16.1,17.8,0.491,25.7,2010,14.600000000000001,0.61,1,0.0,0,1.0
Delonte West,26,CLE,25.0,2.8,3.3,0.9,0.5,8.8,13.8,0.53,18.3,2010,7.5,0.7440000000000001,1,0.0,0,0.7317073170731707
David West,29,NOH,36.4,7.5,3.0,0.9,0.7,19.0,18.9,0.56,24.0,2010,12.1,0.451,0,0.0,0,0.9878048780487805
Earl Watson,30,IND,29.4,3.0,5.1,1.3,0.2,7.8,10.9,0.517,14.7,2010,9.6,0.39,0,0.0,0,0.9634146341463414
C.J. Watson,25,GSW,27.5,2.6,2.8,1.6,0.1,10.3,13.8,0.555,16.0,2010,7.1,0.317,0,0.0,0,0.7926829268292683
Gerald Wallace,27,CHA,41.0,10.0,2.1,1.5,1.1,18.2,18.3,0.586,20.3,2010,14.7,0.537,1,0.0,0,0.926829268292683
Ben Wallace,35,DET,28.6,8.7,1.5,1.2,1.2,5.5,15.8,0.526,10.0,2010,12.599999999999998,0.32899999999999996,0,0.0,0,0.8414634146341463
Dominic McGuire,23,WAS,26.2,5.4,2.5,0.8,0.9,4.5,10.8,0.483,10.1,2009,9.600000000000001,0.23199999999999998,0,0.0,0,0.9634146341463414
Anderson Varejao,27,CLE,28.5,7.6,1.1,0.9,0.9,8.6,15.8,0.598,13.1,2010,10.5,0.7440000000000001,1,0.0,0,0.926829268292683
Beno Udrih,27,SAC,31.4,2.8,4.7,1.1,0.1,12.9,15.7,0.5660000000000001,18.6,2010,8.7,0.305,0,0.0,0,0.9634146341463414
Marvin Williams,23,ATL,30.5,5.1,1.1,0.8,0.6,10.1,13.0,0.54,15.5,2010,7.599999999999999,0.6459999999999999,1,0.0,0,0.9878048780487805
Tyson Chandler,30,NYK,32.8,10.7,0.9,0.6,1.1,10.4,18.9,0.6709999999999999,13.0,2013,13.299999999999999,0.659,1,0.0,0,0.8048780487804879
Paul Pierce,34,BOS,34.0,5.2,4.5,1.1,0.4,19.4,19.6,0.5670000000000001,28.1,2012,11.2,0.591,1,0.0,0,0.9242424242424242
Wesley Johnson,27,LAL,29.5,4.2,1.6,0.8,0.6,9.9,11.1,0.509,16.4,2015,7.2,0.256,0,0.0,0,0.926829268292683
DeAndre Jordan,26,LAC,34.4,15.0,0.7,1.0,2.2,11.5,21.0,0.638,13.6,2015,18.9,0.6829999999999999,1,0.0,0,1.0
Michael Kidd-Gilchrist,21,CHO,28.9,7.6,1.4,0.5,0.7,10.9,15.1,0.519,18.4,2015,10.2,0.402,0,0.0,0,0.6707317073170732
Kyle Korver,33,ATL,32.2,4.1,2.6,0.7,0.6,12.1,14.8,0.6990000000000001,14.4,2015,7.999999999999999,0.732,1,0.0,0,0.9146341463414634
Ty Lawson,27,DEN,35.5,3.1,9.6,1.2,0.1,15.2,18.5,0.526,20.6,2015,13.999999999999998,0.366,0,0.0,0,0.9146341463414634
Courtney Lee,29,MEM,30.6,2.3,2.0,1.0,0.2,10.1,11.5,0.555,15.2,2015,5.5,0.6709999999999999,1,0.0,0,0.9390243902439024
Damian Lillard,24,POR,35.7,4.6,6.2,1.2,0.3,21.0,20.7,0.56,26.9,2015,12.3,0.622,1,0.0,0,1.0
Jeremy Lin,26,LAL,25.8,2.6,4.6,1.1,0.4,11.2,15.6,0.539,21.9,2015,8.7,0.256,0,0.0,0,0.9024390243902439
Brook Lopez,26,BRK,29.2,7.4,0.7,0.6,1.8,17.2,22.7,0.5579999999999999,26.3,2015,10.5,0.46299999999999997,1,0.0,0,0.8780487804878049
Robin Lopez,26,POR,27.8,6.7,0.9,0.3,1.4,9.6,16.2,0.574,15.5,2015,9.3,0.622,1,0.0,0,0.7195121951219512
Kevin Love,26,CLE,33.8,9.7,2.2,0.7,0.5,16.4,18.8,0.562,21.7,2015,13.099999999999998,0.6459999999999999,1,0.0,0,0.9146341463414634
Kyle Lowry,28,TOR,34.5,4.7,6.8,1.6,0.2,17.8,19.3,0.527,25.4,2015,13.299999999999999,0.598,1,0.0,0,0.8536585365853658
Kevin Martin,31,MIN,33.4,3.6,2.3,0.8,0.0,20.0,16.7,0.5489999999999999,26.6,2015,6.7,0.195,0,0.0,0,0.47560975609756095
Wesley Matthews,28,POR,33.7,3.7,2.3,1.3,0.2,15.9,16.1,0.586,19.8,2015,7.5,0.622,1,0.0,0,0.7317073170731707
Luc Mbah a Moute,28,PHI,28.6,4.9,1.6,1.2,0.3,9.9,10.6,0.466,18.3,2015,8.0,0.22,0,0.0,0,0.8170731707317073
Ben McLemore,21,SAC,32.6,2.9,1.7,0.9,0.2,12.1,10.4,0.552,17.2,2015,5.7,0.354,0,0.0,0,1.0
Terrence Jones,23,HOU,26.9,6.7,1.1,0.5,1.8,11.7,18.3,0.5670000000000001,18.4,2015,10.100000000000001,0.6829999999999999,1,0.0,0,0.4024390243902439
Joe Johnson,33,BRK,34.9,4.8,3.7,0.7,0.2,14.4,14.1,0.523,20.3,2015,9.399999999999999,0.46299999999999997,1,0.0,0,0.975609756097561
Tobias Harris,22,ORL,34.8,6.3,1.8,1.0,0.5,17.1,16.7,0.551,22.5,2015,9.6,0.305,0,0.0,0,0.8292682926829268
Amir Johnson,27,TOR,26.4,6.1,1.6,0.6,0.8,9.3,15.4,0.603,15.7,2015,9.1,0.598,1,0.0,0,0.9146341463414634
Gerald Henderson,27,CHO,28.9,3.4,2.6,0.6,0.3,12.1,13.2,0.514,20.7,2015,6.8999999999999995,0.402,0,0.0,0,0.975609756097561
Roy Hibbert,28,IND,25.3,7.1,1.1,0.2,1.6,10.6,15.4,0.501,21.3,2015,9.999999999999998,0.46299999999999997,0,0.0,0,0.926829268292683
Nene Hilario,32,WAS,25.3,5.1,1.8,1.0,0.3,11.0,14.3,0.534,21.8,2015,8.2,0.561,1,0.0,0,0.8170731707317073
George Hill,28,IND,29.5,4.2,5.1,1.0,0.3,16.1,21.5,0.579,23.8,2015,10.600000000000001,0.46299999999999997,0,0.0,0,0.524390243902439
Jordan Hill,27,LAL,26.8,7.9,1.5,0.5,0.7,12.0,16.2,0.494,22.7,2015,10.6,0.256,0,0.0,0,0.8536585365853658
Solomon Hill,23,IND,29.0,3.8,2.2,0.8,0.2,8.9,10.2,0.507,15.9,2015,7.0,0.46299999999999997,0,0.0,0,1.0
Jrue Holiday,24,NOP,32.6,3.4,6.9,1.6,0.6,14.8,18.8,0.522,23.1,2015,12.5,0.5489999999999999,1,0.0,0,0.4878048780487805
Al Horford,28,ATL,30.5,7.2,3.2,0.9,1.3,15.2,21.4,0.563,22.2,2015,12.600000000000001,0.732,1,0.0,0,0.926829268292683
Dwight Howard,29,HOU,29.8,10.5,1.2,0.7,1.3,15.8,19.2,0.596,23.3,2015,13.7,0.6829999999999999,1,0.0,0,0.5
Serge Ibaka,25,OKC,33.1,7.8,0.9,0.5,2.4,14.3,16.6,0.5489999999999999,18.9,2015,11.6,0.5489999999999999,0,0.0,0,0.7804878048780488
Andre Iguodala,31,GSW,26.9,3.3,3.0,1.2,0.3,7.8,12.3,0.5529999999999999,13.3,2015,7.8,0.8170000000000001,1,0.0,0,0.9390243902439024
Kyrie Irving,22,CLE,36.4,3.2,5.2,1.5,0.3,21.7,21.5,0.583,26.2,2015,10.200000000000001,0.6459999999999999,1,0.0,0,0.9146341463414634
Jarrett Jack,31,BRK,28.0,3.1,4.7,0.9,0.2,12.0,14.6,0.522,22.6,2015,8.9,0.46299999999999997,1,0.0,0,0.975609756097561
Al Jefferson,30,CHO,30.6,8.4,1.7,0.7,1.3,16.6,19.7,0.5,26.3,2015,12.1,0.402,0,0.0,0,0.7926829268292683
Brandon Jennings,25,DET,28.6,2.5,6.6,1.1,0.1,15.4,19.7,0.522,26.3,2015,10.299999999999999,0.39,0,0.0,0,0.5
Khris Middleton,23,MIL,30.1,4.4,2.3,1.5,0.1,13.4,15.6,0.563,19.9,2015,8.299999999999999,0.5,1,0.0,0,0.9634146341463414
C.J. Miles,27,IND,26.3,3.1,1.1,0.9,0.4,13.5,14.1,0.525,23.9,2015,5.500000000000001,0.46299999999999997,0,0.0,0,0.8536585365853658
Paul Millsap,29,ATL,32.7,7.8,3.1,1.8,0.9,16.7,20.0,0.565,23.8,2015,13.600000000000001,0.732,1,0.0,0,0.8902439024390244
Greg Monroe,24,DET,31.0,10.2,2.1,1.1,0.5,15.9,21.2,0.5489999999999999,23.9,2015,13.899999999999999,0.39,0,0.0,0,0.8414634146341463
Ricky Rubio,24,MIN,31.5,5.7,8.8,1.7,0.0,10.3,15.2,0.452,20.0,2015,16.2,0.195,0,0.0,0,0.2682926829268293
Marcus Smart,20,BOS,27.0,3.3,3.1,1.5,0.3,7.8,11.0,0.491,15.1,2015,8.200000000000001,0.488,1,0.0,0,0.8170731707317073
Lance Stephenson,24,CHO,25.8,4.5,3.9,0.6,0.1,8.2,8.8,0.419,21.1,2015,9.1,0.402,0,0.0,0,0.7439024390243902
Rodney Stuckey,28,IND,26.4,3.5,3.1,0.8,0.1,12.6,15.4,0.528,23.4,2015,7.499999999999999,0.46299999999999997,0,0.0,0,0.8658536585365854
Jared Sullinger,22,BOS,27.0,7.6,2.3,0.8,0.7,13.3,17.9,0.503,23.6,2015,11.399999999999999,0.488,1,0.0,0,0.7073170731707317
Jeff Teague,26,ATL,30.5,2.5,7.0,1.7,0.4,15.9,20.6,0.5660000000000001,25.3,2015,11.6,0.732,1,0.0,0,0.8902439024390244
Hollis Thompson,23,PHI,25.0,2.8,1.2,0.8,0.4,8.8,10.9,0.5379999999999999,15.9,2015,5.2,0.22,0,0.0,0,0.8658536585365854
Tristan Thompson,23,CLE,26.8,8.0,0.5,0.4,0.7,8.5,15.6,0.58,14.0,2015,9.6,0.6459999999999999,1,0.0,0,1.0
P.J. Tucker,29,PHO,30.6,6.4,1.6,1.4,0.3,9.1,12.5,0.541,13.9,2015,9.700000000000001,0.47600000000000003,0,0.0,0,0.9512195121951219
Evan Turner,26,BOS,27.6,5.1,5.5,1.0,0.2,9.5,12.8,0.48200000000000004,19.5,2015,11.799999999999999,0.488,1,0.0,0,1.0
Jonas Valanciunas,22,TOR,26.2,8.7,0.5,0.4,1.2,12.0,20.6,0.623,19.1,2015,10.799999999999999,0.598,1,0.0,0,0.975609756097561
Nikola Vucevic,24,ORL,34.2,10.9,2.0,0.7,0.7,19.3,21.5,0.5479999999999999,26.0,2015,14.299999999999999,0.305,0,0.0,0,0.9024390243902439
Dwyane Wade,33,MIA,31.8,3.5,4.8,1.2,0.3,21.5,21.4,0.534,34.7,2015,9.8,0.451,0,0.0,0,0.7560975609756098
Henry Walker,27,MIA,26.2,3.4,1.2,1.0,0.4,7.3,8.0,0.49700000000000005,15.0,2015,6.0,0.451,0,0.0,0,0.2926829268292683
Kemba Walker,24,CHO,34.2,3.5,5.1,1.4,0.5,17.3,17.6,0.486,25.9,2015,10.5,0.402,0,0.0,0,0.7560975609756098
Terrence Ross,23,TOR,25.5,2.8,1.0,0.6,0.3,9.8,11.2,0.519,18.3,2015,4.699999999999999,0.598,1,0.0,0,1.0
Derrick Rose,26,CHI,30.0,3.2,4.9,0.7,0.3,17.7,15.9,0.493,31.7,2015,9.100000000000001,0.61,1,0.0,0,0.6219512195121951
J.J. Redick,30,LAC,30.9,2.1,1.8,0.5,0.1,16.4,16.2,0.622,21.0,2015,4.5,0.6829999999999999,1,0.0,0,0.9512195121951219
Victor Oladipo,22,ORL,35.7,4.2,4.1,1.7,0.3,17.9,15.9,0.527,25.2,2015,10.3,0.305,0,0.0,0,0.8780487804878049
Marcus Morris,25,PHO,25.2,4.8,1.6,0.8,0.2,10.4,13.7,0.52,19.0,2015,7.4,0.47600000000000003,0,0.0,0,0.9878048780487805
Markieff Morris,25,PHO,31.5,6.2,2.3,1.2,0.5,15.3,15.8,0.523,23.3,2015,10.2,0.47600000000000003,0,0.0,0,1.0
Donatas Motiejunas,24,HOU,28.7,5.9,1.8,0.8,0.5,12.0,14.4,0.5529999999999999,19.1,2015,9.0,0.6829999999999999,1,0.0,0,0.8658536585365854
Joakim Noah,29,CHI,30.6,9.6,4.7,0.7,1.1,7.2,15.3,0.48200000000000004,13.7,2015,16.1,0.61,1,0.0,0,0.8170731707317073
Nerlens Noel,20,PHI,30.8,8.1,1.7,1.8,1.9,9.9,15.0,0.493,17.0,2015,13.5,0.22,0,0.0,0,0.9146341463414634
Dirk Nowitzki,36,DAL,29.6,5.9,1.9,0.5,0.4,17.3,19.2,0.56,24.9,2015,8.700000000000001,0.61,1,0.0,0,0.9390243902439024
Jabari Parker,19,MIL,29.5,5.5,1.7,1.2,0.2,12.3,14.5,0.527,20.7,2015,8.6,0.5,1,0.0,0,0.3048780487804878
Zach Randolph,33,MEM,32.5,10.5,2.2,1.0,0.2,16.1,19.5,0.5379999999999999,24.3,2015,13.899999999999999,0.6709999999999999,1,0.0,0,0.8658536585365854
Tony Parker,32,SAS,28.7,1.9,4.9,0.6,0.0,14.4,15.9,0.539,24.5,2015,7.4,0.6709999999999999,1,0.0,0,0.8292682926829268
Chandler Parsons,26,DAL,33.1,4.9,2.4,1.0,0.3,15.7,16.3,0.5670000000000001,20.6,2015,8.600000000000001,0.61,1,0.0,0,0.8048780487804879
Patrick Patterson,25,TOR,26.6,5.3,1.9,0.7,0.5,8.0,14.6,0.568,13.1,2015,8.399999999999999,0.598,1,0.0,0,0.9878048780487805
Elfrid Payton,20,ORL,30.4,4.3,6.5,1.7,0.2,8.9,13.8,0.456,18.3,2015,12.7,0.305,0,0.0,0,1.0
Nikola Pekovic,29,MIN,26.3,7.5,0.9,0.6,0.4,12.5,16.6,0.502,23.1,2015,9.4,0.195,0,0.0,0,0.3780487804878049
Paul Pierce,37,WAS,26.2,4.0,2.0,0.6,0.3,11.9,15.2,0.58,19.9,2015,6.8999999999999995,0.561,1,0.0,0,0.8902439024390244
Gordon Hayward,24,UTA,34.4,4.9,4.1,1.4,0.4,19.3,20.2,0.5670000000000001,26.2,2015,10.8,0.46299999999999997,0,0.0,0,0.926829268292683
Draymond Green,24,GSW,31.5,8.2,3.7,1.6,1.3,11.7,16.4,0.54,17.2,2015,14.799999999999999,0.8170000000000001,1,0.0,0,0.9634146341463414
Tayshaun Prince,31,DET,33.1,4.5,2.4,0.4,0.5,12.7,12.8,0.47,20.4,2012,7.800000000000001,0.379,0,0.0,0,0.9545454545454546
Steven Adams,21,OKC,25.3,7.5,0.9,0.5,1.2,7.7,14.1,0.5489999999999999,14.3,2015,10.1,0.5489999999999999,0,0.0,0,0.8536585365853658
Ryan Anderson,26,NOP,27.5,4.8,0.9,0.5,0.3,13.7,15.6,0.524,23.4,2015,6.5,0.5489999999999999,1,0.0,0,0.7439024390243902
Giannis Antetokounmpo,20,MIL,31.4,6.7,2.6,0.9,1.0,12.7,14.8,0.552,19.6,2015,11.200000000000001,0.5,1,0.0,0,0.9878048780487805
Carmelo Anthony,30,NYK,35.7,6.6,3.1,1.0,0.4,24.2,21.5,0.531,32.2,2015,11.1,0.207,0,0.0,0,0.4878048780487805
Trevor Ariza,29,HOU,35.7,5.6,2.5,1.9,0.2,12.8,12.7,0.539,16.5,2015,10.2,0.6829999999999999,1,0.0,0,1.0
Omer Asik,28,NOP,26.1,9.8,0.9,0.4,0.7,7.3,15.5,0.545,14.0,2015,11.8,0.5489999999999999,1,0.0,0,0.926829268292683
Andrea Bargnani,29,NYK,27.1,4.4,1.6,0.1,0.9,14.8,16.6,0.527,26.4,2015,7.0,0.207,0,0.0,0,0.35365853658536583
Harrison Barnes,22,GSW,28.3,5.5,1.4,0.7,0.2,10.1,13.4,0.573,14.9,2015,7.800000000000001,0.8170000000000001,1,0.0,0,1.0
Matt Barnes,34,LAC,29.9,4.0,1.5,0.9,0.7,10.1,11.3,0.574,14.9,2015,7.1000000000000005,0.6829999999999999,1,0.0,0,0.926829268292683
Nicolas Batum,26,POR,33.5,5.9,4.8,1.1,0.6,9.4,13.1,0.516,14.6,2015,12.399999999999999,0.622,1,0.0,0,0.8658536585365854
Bradley Beal,21,WAS,33.4,3.8,3.1,1.2,0.3,15.3,14.0,0.521,22.5,2015,8.4,0.561,1,0.0,0,0.7682926829268293
Patrick Beverley,26,HOU,30.8,4.2,3.4,1.1,0.4,10.1,11.3,0.509,16.1,2015,9.1,0.6829999999999999,1,0.0,0,0.6829268292682927
Eric Bledsoe,25,PHO,34.6,5.2,6.1,1.6,0.6,17.0,18.4,0.555,23.7,2015,13.5,0.47600000000000003,0,0.0,0,0.9878048780487805
Vander Blue,22,LAL,37.0,4.5,4.0,1.5,0.0,11.0,4.0,0.342,23.0,2015,10.0,0.256,0,0.0,0,0.024390243902439025
