Player,Age,Tm,MP,TRB,AST,STL,BLK,PS/G,PER,TS%,USG%,Year,box,W/L%,playoffs,Share,got_votes,gp_pct
Jimmy Butler,24,CHI,38.7,4.9,2.6,1.9,0.5,13.1,13.5,0.522,16.8,2014,9.9,0.585,1,0.0,0,0.8170731707317073
Jose Calderon,32,DAL,30.5,2.4,4.7,0.9,0.1,11.4,15.2,0.596,16.2,2014,8.1,0.598,1,0.0,0,0.9878048780487805
DeMarre Carroll,27,ATL,32.1,5.5,1.8,1.5,0.3,11.1,13.9,0.575,15.2,2014,9.100000000000001,0.46299999999999997,1,0.0,0,0.8902439024390244
Michael Carter-Williams,22,PHI,34.5,6.2,6.3,1.9,0.6,16.7,15.5,0.48,25.7,2014,15.0,0.23199999999999998,0,0.0,0,0.8536585365853658
Mario Chalmers,27,MIA,29.8,2.9,4.9,1.6,0.2,9.8,14.0,0.5670000000000001,17.4,2014,9.6,0.659,1,0.0,0,0.8902439024390244
Andrew Bynum,21,LAL,28.9,8.0,1.4,0.4,1.8,14.3,20.0,0.598,20.7,2009,11.600000000000001,0.7929999999999999,1,0.0,0,0.6097560975609756
Shareef Abdur-Rahim,23,VAN,39.3,10.1,3.3,1.1,1.1,20.3,20.2,0.547,25.0,2000,15.599999999999998,0.268,0,0.0,0,1.0
Caron Butler,28,WAS,38.6,6.2,4.3,1.6,0.3,20.8,18.8,0.552,25.9,2009,12.4,0.23199999999999998,0,0.0,0,0.8170731707317073
Carlos Boozer,21,CLE,25.3,7.5,1.3,0.7,0.6,10.0,17.9,0.5770000000000001,17.1,2003,10.1,0.207,0,0.0,0,0.9878048780487805
Elton Brand,23,LAC,39.6,11.3,2.5,1.1,2.5,18.5,21.7,0.5429999999999999,22.4,2003,17.4,0.32899999999999996,0,0.0,0,0.7560975609756098
P.J. Brown,33,NOH,33.4,9.0,1.9,0.9,1.0,10.7,17.6,0.5920000000000001,14.0,2003,12.8,0.573,1,0.0,0,0.9512195121951219
Caron Butler,22,MIA,36.6,5.1,2.7,1.8,0.4,15.4,15.1,0.502,22.9,2003,10.0,0.305,0,0.0,0,0.9512195121951219
Vince Carter,26,TOR,34.2,4.4,3.3,1.1,1.0,20.6,21.9,0.532,28.1,2003,9.8,0.293,0,0.0,0,0.524390243902439
Sam Cassell,33,MIL,34.6,4.4,5.8,1.1,0.2,19.7,22.3,0.565,26.5,2003,11.499999999999998,0.512,1,0.0,0,0.9512195121951219
Calbert Cheaney,31,UTA,29.0,3.5,2.0,0.8,0.2,8.6,9.8,0.514,15.5,2003,6.5,0.573,1,0.0,0,0.9878048780487805
Doug Christie,32,SAC,33.9,4.3,4.7,2.3,0.5,9.4,15.0,0.59,12.7,2003,11.8,0.72,1,0.0,0,0.975609756097561
Derrick Coleman,35,PHI,27.2,7.0,1.4,0.8,1.1,9.4,15.4,0.525,17.3,2003,10.3,0.585,1,0.0,0,0.7804878048780488
Antonio Davis,34,TOR,35.7,8.2,2.5,0.4,1.2,13.9,14.5,0.483,21.3,2003,12.299999999999999,0.293,0,0.0,0,0.6463414634146342
Baron Davis,23,NOH,37.8,3.7,6.4,1.8,0.4,17.1,16.9,0.5,24.0,2003,12.300000000000002,0.573,1,0.0,0,0.6097560975609756
Dale Davis,33,POR,29.3,7.2,1.2,0.7,0.9,7.4,14.5,0.5660000000000001,11.8,2003,10.0,0.61,1,0.0,0,0.9512195121951219
Ricky Davis,23,CLE,39.6,4.9,5.5,1.6,0.5,20.6,16.1,0.485,27.1,2003,12.5,0.207,0,0.0,0,0.9634146341463414
Tony Delk,29,BOS,28.0,3.5,2.2,1.1,0.1,9.8,13.7,0.547,16.6,2003,6.9,0.537,1,0.0,0,0.8170731707317073
Vlade Divac,34,SAC,29.8,7.2,3.4,1.0,1.3,9.9,15.6,0.519,17.0,2003,12.9,0.72,1,0.0,0,0.975609756097561
Howard Eisley,30,NYK,27.4,2.3,5.4,0.9,0.1,9.1,14.1,0.552,17.0,2003,8.7,0.451,0,0.0,0,1.0
Bruce Bowen,31,SAS,31.3,2.9,1.4,0.8,0.5,7.1,9.1,0.563,10.7,2003,5.6,0.732,1,0.0,0,1.0
Chauncey Billups,26,DET,31.4,3.7,3.9,0.9,0.2,16.2,20.4,0.5820000000000001,24.1,2003,8.7,0.61,1,0.0,0,0.9024390243902439
Rasheed Wallace,27,POR,37.5,8.2,1.9,1.3,1.3,19.3,19.3,0.54,23.7,2002,12.700000000000001,0.598,1,0.0,0,0.9634146341463414
Mike Bibby,24,SAC,33.4,2.7,5.2,1.3,0.1,15.9,17.6,0.5589999999999999,21.9,2003,9.3,0.72,1,0.0,0,0.6707317073170732
Bonzi Wells,25,POR,31.7,6.0,2.8,1.5,0.3,17.0,18.4,0.5379999999999999,26.4,2002,10.600000000000001,0.598,1,0.0,0,0.9024390243902439
David Wesley,31,CHH,37.1,2.1,3.5,1.1,0.2,14.2,11.3,0.479,20.4,2002,6.8999999999999995,0.537,1,0.0,0,0.8170731707317073
Chris Whitney,30,WAS,26.5,1.9,3.8,0.9,0.1,10.2,15.6,0.568,17.4,2002,6.699999999999999,0.451,0,0.0,0,1.0
Alvin Williams,27,TOR,35.7,3.4,5.7,1.6,0.3,11.8,13.8,0.47,18.4,2002,11.0,0.512,1,0.0,0,1.0
Jason Williams,26,MEM,34.4,3.0,8.0,1.7,0.1,14.8,15.1,0.466,25.3,2002,12.799999999999999,0.28,0,0.0,0,0.7926829268292683
Lorenzen Wright,26,MEM,29.1,9.4,1.0,0.7,0.5,12.0,14.8,0.478,22.2,2002,11.6,0.28,0,0.0,0,0.524390243902439
Shareef Abdur-Rahim,26,ATL,38.1,8.4,3.0,1.1,0.5,19.9,19.9,0.5660000000000001,24.2,2003,13.0,0.42700000000000005,0,0.0,0,0.9878048780487805
Malik Allen,24,MIA,29.0,5.3,0.7,0.5,1.0,9.6,9.9,0.455,19.7,2003,7.5,0.305,0,0.0,0,0.975609756097561
Derek Anderson,28,POR,33.6,3.5,4.3,1.2,0.2,13.9,16.9,0.556,19.5,2003,9.2,0.61,1,0.0,0,0.926829268292683
Gilbert Arenas,21,GSW,35.0,4.7,6.3,1.5,0.2,18.3,18.6,0.54,24.9,2003,12.7,0.46299999999999997,0,0.0,0,1.0
Darrell Armstrong,34,ORL,28.7,3.6,3.9,1.6,0.2,9.4,14.6,0.53,16.9,2003,9.299999999999999,0.512,1,0.0,0,1.0
Brent Barry,31,SEA,33.1,4.0,5.1,1.5,0.2,10.3,15.8,0.597,14.9,2003,10.799999999999999,0.488,0,0.0,0,0.9146341463414634
Tony Battie,26,BOS,25.1,6.5,0.7,0.5,1.2,7.3,15.2,0.578,12.9,2003,8.9,0.537,1,0.0,0,0.8170731707317073
Shane Battier,24,MEM,30.6,4.4,1.3,1.3,1.1,9.7,15.0,0.597,13.2,2003,8.1,0.341,0,0.0,0,0.9512195121951219
Travis Best,30,MIA,25.1,2.0,3.5,0.6,0.1,8.4,11.2,0.473,19.4,2003,6.199999999999999,0.305,0,0.0,0,0.8780487804878049
Michael Finley,29,DAL,38.3,5.8,3.0,1.1,0.3,19.3,17.6,0.514,24.2,2003,10.200000000000001,0.732,1,0.0,0,0.8414634146341463
Derek Fisher,28,LAL,34.5,2.9,3.6,1.1,0.2,10.5,11.9,0.52,14.5,2003,7.8,0.61,1,0.0,0,1.0
Rick Fox,33,LAL,28.7,4.3,3.3,0.9,0.2,9.0,11.9,0.523,15.7,2003,8.7,0.61,1,0.0,0,0.926829268292683
Steve Francis,25,HOU,41.0,6.2,6.2,1.7,0.5,21.0,20.6,0.541,26.1,2003,14.6,0.524,0,0.0,0,0.9878048780487805
Bobby Jackson,29,SAC,28.4,3.7,3.1,1.2,0.1,15.2,18.4,0.561,23.8,2003,8.1,0.72,1,0.0,0,0.7195121951219512
Stephen Jackson,24,SAS,28.2,3.6,2.3,1.6,0.4,11.8,14.5,0.526,22.1,2003,7.9,0.732,1,0.0,0,0.975609756097561
Antawn Jamison,26,GSW,39.3,7.0,1.9,0.9,0.5,22.2,19.0,0.542,24.5,2003,10.3,0.46299999999999997,0,0.0,0,1.0
Richard Jefferson,22,NJN,36.0,6.4,2.5,1.0,0.6,15.5,16.6,0.563,19.7,2003,10.5,0.598,1,0.0,0,0.975609756097561
Joe Johnson,21,PHO,27.5,3.2,2.6,0.8,0.2,9.8,11.6,0.47200000000000003,19.1,2003,6.800000000000001,0.537,1,0.0,0,1.0
Eddie Jones,31,MIA,38.1,4.8,3.7,1.4,0.7,18.5,18.9,0.551,23.0,2003,10.6,0.305,0,0.0,0,0.573170731707317
Jumaine Jones,23,CLE,27.6,5.1,1.4,0.8,0.3,9.8,12.3,0.525,16.8,2003,7.6,0.207,0,0.0,0,0.975609756097561
Michael Jordan,39,WAS,37.0,6.1,3.8,1.5,0.5,20.0,19.3,0.491,28.7,2003,11.899999999999999,0.451,0,0.0,0,1.0
Andrei Kirilenko,21,UTA,27.7,5.3,1.7,1.5,2.2,12.0,21.1,0.598,19.6,2003,10.7,0.573,1,0.0,0,0.975609756097561
Kerry Kittles,28,NJN,30.0,3.9,2.6,1.6,0.5,13.0,18.3,0.55,19.1,2003,8.6,0.598,1,0.0,0,0.7926829268292683
Toni Kukoc,34,MIL,27.0,4.2,3.7,1.3,0.5,11.6,18.0,0.551,21.4,2003,9.700000000000001,0.512,1,0.0,0,0.7682926829268293
Christian Laettner,33,WAS,29.1,6.6,3.1,1.1,0.5,8.3,16.1,0.545,14.2,2003,11.299999999999999,0.451,0,0.0,0,0.926829268292683
Voshon Lenard,29,TOR,30.6,3.4,2.3,0.9,0.3,14.3,14.4,0.502,23.6,2003,6.8999999999999995,0.293,0,0.0,0,0.7682926829268293
Rashard Lewis,23,SEA,39.5,6.5,1.7,1.3,0.5,18.1,16.7,0.537,22.2,2003,10.0,0.488,0,0.0,0,0.9390243902439024
Tyronn Lue,25,WAS,26.5,2.0,3.5,0.6,0.0,8.6,12.9,0.523,16.5,2003,6.1,0.451,0,0.0,0,0.9146341463414634
Zydrunas Ilgauskas,27,CLE,30.0,7.5,1.6,0.7,1.9,17.2,19.4,0.516,27.8,2003,11.7,0.207,0,0.0,0,0.9878048780487805
Larry Hughes,24,WAS,31.9,4.6,3.1,1.3,0.4,12.8,15.5,0.521,21.2,2003,9.4,0.451,0,0.0,0,0.8170731707317073
Troy Hudson,26,MIN,32.9,2.3,5.7,0.8,0.1,14.2,15.2,0.531,21.6,2003,8.9,0.622,1,0.0,0,0.9634146341463414
Matt Harpring,26,UTA,32.8,6.6,1.7,0.9,0.2,17.6,19.3,0.588,23.9,2003,9.399999999999999,0.573,1,0.0,0,0.9512195121951219
Pat Garrity,26,ORL,31.9,3.8,1.5,0.8,0.2,10.7,11.2,0.551,15.0,2003,6.3,0.512,1,0.0,0,0.9878048780487805
Pau Gasol,22,MEM,36.0,8.8,2.8,0.4,1.8,19.0,20.7,0.57,24.1,2003,13.800000000000002,0.341,0,0.0,0,1.0
Kendall Gill,34,MIN,25.2,3.0,1.9,1.0,0.2,8.7,10.6,0.47700000000000004,18.8,2003,6.1000000000000005,0.622,1,0.0,0,1.0
Brian Grant,30,MIA,32.2,10.2,1.3,0.8,0.6,10.3,15.6,0.552,16.0,2003,12.9,0.305,0,0.0,0,1.0
Richard Hamilton,24,DET,32.2,3.9,2.5,0.8,0.2,19.7,18.7,0.531,31.3,2003,7.4,0.61,1,0.0,0,1.0
Anfernee Hardaway,31,PHO,30.6,4.4,4.1,1.1,0.4,10.6,13.0,0.499,19.2,2003,10.0,0.537,1,0.0,0,0.7073170731707317
Al Harrington,22,IND,30.1,6.2,1.5,0.9,0.4,12.2,12.4,0.493,21.6,2003,9.0,0.585,1,0.0,0,1.0
Juwan Howard,29,DEN,35.5,7.6,3.0,1.0,0.4,18.4,17.2,0.501,26.1,2003,12.0,0.207,0,0.0,0,0.9390243902439024
Othella Harrington,29,NYK,25.0,6.4,0.8,0.2,0.3,7.7,12.3,0.563,15.0,2003,7.7,0.451,0,0.0,0,0.9024390243902439
Lucious Harris,32,NJN,25.6,3.0,2.0,0.7,0.1,10.3,13.5,0.494,20.0,2003,5.8,0.598,1,0.0,0,0.9390243902439024
Nene Hilario,20,DEN,28.2,6.1,1.9,1.6,0.8,10.5,15.4,0.545,18.7,2003,10.4,0.207,0,0.0,0,0.975609756097561
Grant Hill,30,ORL,29.1,7.1,4.2,1.0,0.4,14.5,20.8,0.568,24.1,2003,12.700000000000001,0.512,1,0.0,0,0.35365853658536583
Robert Horry,32,LAL,29.3,6.4,2.9,1.2,0.8,6.5,12.4,0.488,12.2,2003,11.3,0.61,1,0.0,0,0.975609756097561
Allan Houston,31,NYK,37.9,2.8,2.7,0.7,0.1,22.5,17.7,0.563,27.0,2003,6.3,0.451,0,0.0,0,1.0
Clarence Weatherspoon,31,NYK,30.9,8.2,1.1,0.7,0.9,8.8,13.3,0.478,15.2,2002,10.899999999999999,0.366,0,0.0,0,0.6829268292682927
Antoine Walker,25,BOS,42.0,8.8,5.0,1.5,0.5,22.1,17.1,0.49,27.8,2002,15.8,0.598,1,0.0,0,0.9878048780487805
Jamaal Magloire,24,NOH,29.8,8.8,1.1,0.6,1.4,10.3,15.4,0.541,17.4,2003,11.9,0.573,1,0.0,0,1.0
Karl Malone,38,UTA,38.0,8.6,4.3,1.9,0.7,22.4,21.1,0.532,28.8,2002,15.499999999999998,0.537,1,0.0,0,0.975609756097561
Shawn Marion,23,PHO,38.4,9.9,2.0,1.8,1.1,19.1,19.8,0.518,23.6,2002,14.8,0.439,0,0.0,0,0.9878048780487805
Donyell Marshall,28,UTA,30.2,7.6,1.7,0.9,1.2,14.8,19.2,0.565,22.8,2002,11.399999999999999,0.537,1,0.0,0,0.7073170731707317
Kenyon Martin,24,NJN,34.3,5.3,2.6,1.2,1.7,14.9,14.5,0.503,22.4,2002,10.799999999999999,0.634,1,0.0,0,0.8902439024390244
Jamal Mashburn,29,CHH,40.0,6.1,4.3,1.1,0.2,21.5,16.9,0.505,27.4,2002,11.699999999999998,0.537,1,0.0,0,0.4878048780487805
Anthony Mason,35,MIL,38.3,7.9,4.2,0.7,0.3,9.6,12.9,0.544,12.7,2002,13.100000000000001,0.5,0,0.0,0,1.0
Desmond Mason,24,SEA,32.3,4.7,1.4,0.9,0.4,12.4,13.4,0.5329999999999999,18.8,2002,7.4,0.5489999999999999,1,0.0,0,0.9146341463414634
George McCloud,34,DEN,26.5,3.6,3.0,0.8,0.3,8.8,9.8,0.466,19.4,2002,7.699999999999999,0.32899999999999996,0,0.0,0,0.8414634146341463
Jeff McInnis,27,LAC,37.4,2.6,6.2,0.8,0.1,14.6,13.8,0.486,20.3,2002,9.700000000000001,0.47600000000000003,0,0.0,0,0.9878048780487805
Aaron McKie,29,PHI,30.6,4.0,3.7,1.2,0.3,12.2,15.8,0.54,19.8,2002,9.200000000000001,0.524,1,0.0,0,0.5853658536585366
Darius Miles,20,LAC,27.2,5.5,2.2,0.9,1.3,9.5,14.4,0.516,18.5,2002,9.9,0.47600000000000003,0,0.0,0,1.0
Andre Miller,25,CLE,37.3,4.7,10.9,1.6,0.4,16.5,21.8,0.5379999999999999,22.6,2002,17.6,0.354,0,0.0,0,0.9878048780487805
Mike Miller,21,ORL,33.7,4.3,3.1,0.7,0.4,15.2,15.0,0.542,20.9,2002,8.5,0.537,1,0.0,0,0.7682926829268293
Reggie Miller,36,IND,36.6,2.8,3.2,1.1,0.1,16.5,16.5,0.617,18.5,2002,7.199999999999999,0.512,1,0.0,0,0.9634146341463414
Cuttino Mobley,26,HOU,42.1,4.1,2.5,1.5,0.5,21.7,16.7,0.537,24.9,2002,8.6,0.341,0,0.0,0,0.9024390243902439
Nazr Mohammed,24,ATL,26.4,7.9,0.4,0.8,0.7,9.7,14.0,0.49,19.4,2002,9.8,0.402,0,0.0,0,1.0
Stephon Marbury,24,PHO,38.9,3.2,8.1,0.9,0.2,20.4,18.1,0.519,26.6,2002,12.4,0.439,0,0.0,0,1.0
Corey Maggette,22,LAC,25.6,3.7,1.8,0.7,0.3,11.4,14.3,0.56,21.1,2002,6.5,0.47600000000000003,0,0.0,0,0.7682926829268293
Keith Van Horn,26,NJN,30.4,7.5,2.0,0.8,0.5,14.8,16.0,0.51,24.0,2002,10.8,0.634,1,0.0,0,0.9878048780487805
Grant Long,35,MEM,28.3,3.5,2.1,1.0,0.2,6.3,7.7,0.475,13.2,2002,6.8,0.28,0,0.0,0,0.8048780487804879
Grant Hill,29,ORL,36.6,8.9,4.6,0.6,0.3,16.8,16.7,0.51,23.4,2002,14.4,0.537,1,0.0,0,0.17073170731707318
Tyrone Hill,33,CLE,31.2,10.5,0.9,0.7,0.5,8.0,10.1,0.46,15.6,2002,12.6,0.354,0,0.0,0,0.3170731707317073
Robert Horry,31,LAL,26.4,5.9,2.9,1.0,1.1,6.8,14.5,0.528,12.8,2002,10.9,0.7070000000000001,1,0.0,0,0.9878048780487805
Allan Houston,30,NYK,37.8,3.3,2.5,0.7,0.1,20.4,15.2,0.54,25.9,2002,6.6,0.366,0,0.0,0,0.9390243902439024
Larry Hughes,23,GSW,28.1,3.4,4.3,1.5,0.3,12.3,15.4,0.484,22.5,2002,9.5,0.256,0,0.0,0,0.8902439024390244
Jim Jackson,31,MIA,33.2,5.3,2.5,0.8,0.3,10.7,11.3,0.511,17.8,2002,8.9,0.439,0,0.0,0,0.6707317073170732
Mark Jackson,36,NYK,28.9,3.8,7.4,0.9,0.0,8.4,16.3,0.536,15.6,2002,12.1,0.366,0,0.0,0,1.0
Antawn Jamison,25,GSW,37.0,6.8,2.0,0.9,0.5,19.7,17.1,0.516,24.0,2002,10.200000000000001,0.256,0,0.0,0,1.0
Eddie Jones,30,MIA,39.0,4.7,3.2,1.4,1.0,18.3,17.5,0.546,22.7,2002,10.3,0.439,0,0.0,0,0.9878048780487805
Jumaine Jones,22,CLE,26.4,6.0,1.4,0.9,0.6,8.3,13.2,0.501,16.1,2002,8.9,0.354,0,0.0,0,0.9878048780487805
Andrei Kirilenko,20,UTA,26.2,4.9,1.1,1.4,1.9,10.7,18.8,0.5529999999999999,19.0,2002,9.3,0.537,1,0.0,0,1.0
Kerry Kittles,27,NJN,31.7,3.4,2.6,1.6,0.4,13.4,16.1,0.542,19.4,2002,8.0,0.634,1,0.0,0,1.0
Toni Kukoc,33,ATL,25.3,3.7,3.6,0.8,0.3,9.9,14.4,0.511,20.7,2002,8.400000000000002,0.402,0,0.0,0,0.7195121951219512
Christian Laettner,32,WAS,25.3,5.3,2.6,1.1,0.4,7.1,13.7,0.511,15.4,2002,9.4,0.451,0,0.0,0,0.6951219512195121
Rashard Lewis,22,SEA,36.4,7.0,1.7,1.5,0.6,16.8,18.5,0.564,20.8,2002,10.799999999999999,0.5489999999999999,1,0.0,0,0.8658536585365854
Alonzo Mourning,31,MIA,32.7,8.4,1.2,0.4,2.5,15.7,18.9,0.5579999999999999,24.1,2002,12.5,0.439,0,0.0,0,0.9146341463414634
Lamond Murray,28,CLE,32.6,5.2,2.2,1.0,0.6,16.6,16.7,0.534,24.7,2002,9.0,0.354,0,0.0,0,0.8658536585365854
Dikembe Mutombo,35,PHI,36.3,10.8,1.0,0.4,2.4,11.5,16.0,0.574,15.1,2002,14.600000000000001,0.524,1,0.0,0,0.975609756097561
Rasho Nesterovic,25,MIN,27.0,6.5,0.9,0.5,1.3,8.4,12.9,0.499,16.0,2002,9.200000000000001,0.61,1,0.0,0,1.0
Bryon Russell,31,UTA,30.3,4.5,2.1,1.0,0.3,9.6,9.8,0.493,17.1,2002,7.8999999999999995,0.537,1,0.0,0,0.8048780487804879
Joe Smith,26,MIN,26.7,6.3,1.1,0.5,0.8,10.7,16.0,0.5710000000000001,17.8,2002,8.700000000000001,0.61,1,0.0,0,0.8780487804878049
Steve Smith,32,SAS,28.7,2.5,2.0,0.7,0.2,11.6,13.9,0.588,18.3,2002,5.4,0.7070000000000001,1,0.0,0,0.9390243902439024
Eric Snow,28,PHI,36.5,3.5,6.6,1.6,0.1,12.1,14.7,0.51,17.7,2002,11.799999999999999,0.524,1,0.0,0,0.7439024390243902
Latrell Sprewell,31,NYK,41.1,3.7,3.9,1.2,0.2,19.4,13.7,0.501,25.1,2002,8.999999999999998,0.366,0,0.0,0,0.9878048780487805
John Stockton,39,UTA,31.3,3.2,8.2,1.9,0.3,13.4,21.9,0.601,19.8,2002,13.6,0.537,1,0.0,0,1.0
Damon Stoudamire,28,POR,37.3,3.9,6.5,0.9,0.1,13.5,14.7,0.506,18.8,2002,11.4,0.598,1,0.0,0,0.9146341463414634
Rod Strickland,35,MIA,30.2,3.1,6.1,1.1,0.1,10.4,15.6,0.495,20.0,2002,10.399999999999999,0.439,0,0.0,0,0.926829268292683
Stromile Swift,22,MEM,26.5,6.3,0.7,0.8,1.7,11.8,17.2,0.539,21.8,2002,9.5,0.28,0,0.0,0,0.8292682926829268
Wally Szczerbiak,24,MIN,38.0,4.8,3.1,0.8,0.3,18.7,17.1,0.58,21.8,2002,9.000000000000002,0.61,1,0.0,0,1.0
Jason Terry,24,ATL,38.0,3.5,5.7,1.8,0.2,19.3,19.2,0.5489999999999999,23.6,2002,11.2,0.402,0,0.0,0,0.9512195121951219
Kenny Thomas,24,HOU,34.5,7.2,1.9,1.2,0.9,14.1,16.4,0.52,20.9,2002,11.2,0.341,0,0.0,0,0.8780487804878049
Kurt Thomas,29,NYK,33.8,9.1,1.1,0.9,1.0,13.9,15.8,0.542,20.3,2002,12.1,0.366,0,0.0,0,1.0
Tim Thomas,24,MIL,26.9,4.1,1.4,0.9,0.4,11.7,13.1,0.522,22.6,2002,6.800000000000001,0.5,0,0.0,0,0.9024390243902439
Jamaal Tinsley,23,IND,30.5,3.7,8.1,1.7,0.5,9.4,13.4,0.446,20.7,2002,14.0,0.512,1,0.0,0,0.975609756097561
Glenn Robinson,29,MIL,35.5,6.2,2.5,1.5,0.6,20.7,19.1,0.537,28.8,2002,10.799999999999999,0.5,0,0.0,0,0.8048780487804879
David Robinson,36,SAS,29.5,8.3,1.2,1.1,1.8,12.2,20.3,0.562,19.2,2002,12.4,0.7070000000000001,1,0.0,0,0.9512195121951219
Clifford Robinson,35,DET,35.7,4.8,2.5,1.1,1.2,14.6,13.5,0.503,21.6,2002,9.6,0.61,1,0.0,0,0.975609756097561
Anthony Peeler,32,MIN,25.1,2.5,2.2,0.7,0.1,9.0,12.2,0.519,17.3,2002,5.5,0.61,1,0.0,0,1.0
Ira Newble,27,ATL,30.3,5.3,1.1,0.9,0.5,8.0,11.5,0.56,12.5,2002,7.800000000000001,0.402,0,0.0,0,0.5121951219512195
Moochie Norris,28,HOU,27.4,3.0,4.9,1.0,0.0,8.1,13.1,0.47100000000000003,17.8,2002,8.9,0.341,0,0.0,0,1.0
Jermaine O'Neal,23,IND,37.6,10.5,1.6,0.6,2.3,19.0,18.1,0.521,24.9,2002,15.0,0.512,1,0.0,0,0.8780487804878049
Lamar Odom,22,LAC,34.4,6.1,5.9,0.8,1.2,13.1,13.7,0.473,22.5,2002,14.0,0.47600000000000003,0,0.0,0,0.35365853658536583
Michael Olowokandi,26,LAC,32.1,8.9,1.1,0.7,1.8,11.1,12.4,0.457,20.1,2002,12.5,0.47600000000000003,0,0.0,0,0.975609756097561
Tony Parker,19,SAS,29.4,2.6,4.3,1.2,0.1,9.2,11.7,0.49700000000000005,17.7,2002,8.2,0.7070000000000001,1,0.0,0,0.9390243902439024
Wesley Person,30,CLE,35.8,3.8,2.2,1.0,0.5,15.1,16.3,0.589,17.6,2002,7.5,0.354,0,0.0,0,0.9512195121951219
Quentin Richardson,21,LAC,26.6,4.1,1.6,1.0,0.3,13.3,17.4,0.534,23.3,2002,6.999999999999999,0.47600000000000003,0,0.0,0,0.9878048780487805
Morris Peterson,24,TOR,31.6,3.5,2.4,1.2,0.2,14.0,15.3,0.524,21.3,2002,7.300000000000001,0.512,1,0.0,0,0.7682926829268293
Scottie Pippen,36,POR,32.2,5.2,5.9,1.6,0.6,10.6,14.9,0.49700000000000005,19.1,2002,13.3,0.598,1,0.0,0,0.7560975609756098
James Posey,25,DEN,30.7,5.9,2.5,1.6,0.5,10.7,12.9,0.474,19.1,2002,10.5,0.32899999999999996,0,0.0,0,0.8902439024390244
Theo Ratliff,28,ATL,27.3,5.3,0.3,0.3,2.7,8.7,11.1,0.523,17.6,2002,8.6,0.402,0,0.0,0,0.036585365853658534
Glen Rice,34,HOU,30.3,2.4,1.6,0.6,0.2,8.6,8.0,0.47700000000000004,15.6,2002,4.8,0.341,0,0.0,0,0.24390243902439024
Jason Richardson,21,GSW,32.9,4.3,3.0,1.3,0.4,14.4,13.8,0.48700000000000004,21.5,2002,9.0,0.256,0,0.0,0,0.975609756097561
Corey Maggette,23,LAC,31.3,5.0,1.9,0.9,0.3,16.8,17.4,0.564,24.8,2003,8.100000000000001,0.32899999999999996,0,0.0,0,0.7804878048780488
Karl Malone,39,UTA,36.2,7.8,4.7,1.7,0.4,20.6,21.7,0.534,27.8,2003,14.6,0.573,1,0.0,0,0.9878048780487805
Jason Richardson,23,GSW,37.6,6.7,2.9,1.1,0.5,18.7,16.8,0.504,25.8,2004,11.2,0.451,0,0.0,0,0.9512195121951219
Pau Gasol,23,MEM,31.5,7.7,2.5,0.6,1.7,17.7,21.7,0.542,26.8,2004,12.499999999999998,0.61,1,0.0,0,0.9512195121951219
Manu Ginobili,26,SAS,29.4,4.5,3.8,1.8,0.2,12.8,18.5,0.536,22.1,2004,10.3,0.695,1,0.0,0,0.9390243902439024
Drew Gooden,22,ORL,27.0,6.5,1.1,0.8,0.9,11.6,15.6,0.484,22.7,2004,9.3,0.256,0,0.0,0,0.9634146341463414
Brian Grant,31,MIA,30.3,6.9,0.9,0.7,0.5,8.7,12.1,0.502,15.2,2004,9.0,0.512,1,0.0,0,0.926829268292683
Richard Hamilton,25,DET,35.5,3.6,4.0,1.3,0.2,17.6,16.8,0.522,25.7,2004,9.1,0.659,1,0.0,0,0.9512195121951219
Matt Harpring,27,UTA,36.6,8.0,2.0,0.7,0.1,16.2,16.1,0.524,22.3,2004,10.799999999999999,0.512,0,0.0,0,0.3780487804878049
Al Harrington,23,IND,30.9,6.4,1.7,1.0,0.3,13.3,14.9,0.514,22.9,2004,9.4,0.7440000000000001,1,0.0,0,0.9634146341463414
Trenton Hassell,24,MIN,28.0,3.2,1.6,0.4,0.7,5.0,8.2,0.498,9.5,2004,5.900000000000001,0.7070000000000001,1,0.0,0,0.9878048780487805
Jarvis Hayes,22,WAS,29.2,3.8,1.5,1.0,0.2,9.6,9.4,0.456,18.4,2004,6.5,0.305,0,0.0,0,0.8536585365853658
Nene Hilario,21,DEN,32.5,6.5,2.2,1.5,0.5,11.8,14.8,0.578,17.0,2004,10.7,0.524,1,0.0,0,0.9390243902439024
Kirk Hinrich,23,CHI,35.6,3.4,6.8,1.3,0.3,12.0,13.1,0.51,18.2,2004,11.8,0.28,0,0.0,0,0.926829268292683
Allan Houston,32,NYK,36.0,2.4,2.0,0.8,0.0,18.5,14.8,0.539,24.7,2004,5.2,0.47600000000000003,1,0.0,0,0.6097560975609756
Juwan Howard,30,ORL,35.5,7.0,2.0,0.7,0.3,17.0,15.6,0.513,23.9,2004,10.0,0.256,0,0.0,0,0.9878048780487805
Larry Hughes,25,WAS,33.8,5.3,2.4,1.6,0.4,18.8,17.6,0.496,28.1,2004,9.7,0.305,0,0.0,0,0.7439024390243902
Zydrunas Ilgauskas,28,CLE,31.3,8.1,1.3,0.5,2.5,15.3,20.2,0.541,23.1,2004,12.4,0.42700000000000005,0,0.0,0,0.9878048780487805
Allen Iverson,28,PHI,42.5,3.7,6.8,2.4,0.1,26.4,19.3,0.478,35.3,2004,13.0,0.402,0,0.0,0,0.5853658536585366
